6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
6.04167e+006	6041.67	50	0.001
